variant,P,profile,card,d_final,d_loss_pp,loss%,base_loss%,cost,buy_day,buy_frac,d_income,d_prestige_end,d_trucksSpawned,d_trucksFull,d_delivered,d_served,d_spawned,d_quota,d_lost,d_missed,d_packed,d_phone,d_earlyEnd,d_wrongDelivery,d_drops,b_trucksSpawned,b_trucksFull,b_delivered,b_served,b_quota,b_earlyEnd
prop_ev,3,orta,overtime,157,0.0,0.0,0.0,252,3.7,1.0,438,-0.9,3.2,0.8,4.7,-0.3,0.4,0.0,1.2,-0.5,4.7,-0.7,0.6,0.8,0.5,63.0,20.6,102.0,129.1,161.9,14.1
prop_ev,3,orta,prestige_master,264,0.0,0.0,0.0,779,6.9,1.0,1034,28.1,0.1,0.2,0.4,0.0,-0.1,0.0,0.1,0.1,0.3,0.2,0.0,-0.2,0.0,63.0,20.6,102.0,129.1,161.9,14.1
prop_ev,3,iyi,fast_hangar,416,0.0,0.0,0.0,248,5.3,1.0,669,-1.5,6.6,0.0,6.6,-1.6,0.0,0.0,1.5,0.0,0.5,-0.6,-0.1,0.1,-0.1,62.1,30.6,123.4,141.8,161.9,15.4
prop_ev,3,iyi,overtime,529,0.0,0.0,0.0,252,3.2,1.0,784,-2.0,3.7,1.4,8.0,-2.0,0.2,0.0,2.1,-0.2,4.1,-1.1,0.0,0.1,0.2,62.1,30.6,123.4,141.8,161.9,15.4
prop_ev,3,iyi,prestige_master,462,0.0,0.0,0.0,771,5.6,1.0,1236,8.2,0.2,0.6,1.4,0.4,0.1,0.0,-0.4,-0.1,1.0,-0.5,0.0,0.0,0.2,62.1,30.6,123.4,141.8,161.9,15.4
prop_ev,4,zayif,fast_hangar,-10,0.3,61.3,61.0,38,14.4,0.13,8,-0.1,0.2,0.0,0.1,-0.1,-0.1,-0.2,-0.1,0.0,0.0,-0.1,0.0,0.1,0.0,61.7,3.9,53.4,93.0,129.7,8.6
prop_ev,4,zayif,overtime,-30,-1.7,59.3,61.0,69,9.0,0.23,124,0.0,0.8,0.1,1.1,0.5,0.5,0.3,0.0,-0.1,1.3,-0.2,0.3,0.3,0.1,61.7,3.9,53.4,93.0,129.7,8.6
prop_ev,4,zayif,prestige_master,-35,0.0,61.0,61.0,37,15.6,0.07,1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,61.7,3.9,53.4,93.0,129.7,8.6
prop_ev,4,orta,fast_hangar,87,0.0,0.0,0.0,296,7.8,1.0,401,-1.3,8.1,-1.5,3.4,-1.3,0.0,0.0,1.3,0.0,-1.0,-0.4,0.0,0.3,0.2,64.7,15.1,105.9,130.4,161.9,15.0
prop_ev,4,orta,overtime,419,0.0,0.0,0.0,300,4.1,1.0,753,-1.3,4.6,1.0,6.4,-0.6,0.2,0.0,0.9,-0.3,6.9,-1.3,0.2,0.6,0.6,64.7,15.1,105.9,130.4,161.9,15.0
prop_ev,4,orta,prestige_master,-377,0.0,0.0,0.0,926,8.4,1.0,568,20.0,-0.1,-0.6,-1.1,-0.1,0.0,0.0,0.0,-0.1,-0.2,0.3,0.0,0.3,-0.1,64.7,15.1,105.9,130.4,161.9,15.0
prop_ev,4,iyi,fast_hangar,487,0.0,0.0,0.0,294,6.1,1.0,783,-1.4,7.4,-1.2,6.3,-1.9,0.0,0.0,1.7,-0.1,-0.3,-0.4,0.0,0.0,0.2,61.8,25.1,129.6,141.9,161.9,15.6
prop_ev,4,iyi,overtime,825,0.0,0.0,0.0,300,3.5,1.0,1125,-1.6,5.1,1.8,9.2,-1.3,0.1,0.0,1.4,-0.2,6.5,-1.8,0.0,0.0,0.3,61.8,25.1,129.6,141.9,161.9,15.6
prop_ev,4,iyi,prestige_master,15,0.0,0.0,0.0,921,6.3,1.0,924,3.6,-0.1,-0.2,0.0,0.0,0.0,0.0,-0.1,0.0,-0.2,0.0,0.0,-0.2,-0.1,61.8,25.1,129.6,141.9,161.9,15.6
