variant,P,profile,card,d_final,d_loss_pp,loss%,base_loss%,cost,buy_day,buy_frac,d_income,d_prestige_end,d_trucksSpawned,d_trucksFull,d_delivered,d_served,d_spawned,d_quota,d_lost,d_missed,d_packed,d_phone,d_earlyEnd,d_wrongDelivery,d_drops,b_trucksSpawned,b_trucksFull,b_delivered,b_served,b_quota,b_earlyEnd
fh_live,4,orta,fast_hangar,-1137,0.0,0.0,0.0,300,7.8,1.0,-868,1.3,5.3,-2.6,-7.0,1.5,0.0,0,-1.4,0.0,-3.1,0.1,0.0,-0.6,-0.5,64.9,15.1,106.7,130.4,160,15.7
fh_live,4,iyi,fast_hangar,-241,0.0,0.0,0.0,300,6.2,1.0,64,-0.5,3.7,-1.8,0.9,-0.7,0,0,0.5,0,-0.6,-0.2,0.0,0.1,0.1,61.8,24.7,129.5,141.1,160,16.0
fh_s1_r0,1,zayif,fast_hangar,-3,9.0,28.0,19.0,85,6.9,0.7,-16,-0.2,-0.1,-0.2,-0.3,-0.8,-1.0,-1.0,-0.2,0.0,-0.8,-0.2,-0.2,-0.1,0.1,38.4,12.7,23.1,39.7,75.7,14.6
fh_s1_r0,1,orta,fast_hangar,-97,0.5,0.5,0.0,119,5.6,0.99,30,-0.4,1.1,0.0,0.5,-0.2,-0.1,0,-0.1,0.1,0.0,-0.5,-0.1,0.2,-0.1,41.5,22.3,37.1,48.5,77,15.2
fh_s1_r0,1,iyi,fast_hangar,-122,0.0,0.0,0.0,120,5.0,1.0,1,0.1,0.2,-0.2,0.1,0.2,0.0,0,-0.3,0.0,0.4,-0.2,0.0,0.0,0.1,48.9,33.4,53.4,59.0,77,15.4
fh_s1_r0,2,zayif,fast_hangar,-58,1.0,25.0,24.0,83,10.5,0.43,-2,-0.3,0.4,-0.1,0.0,-0.3,0.0,0.0,0.1,0.0,-0.1,0.0,0.0,0.3,0.0,53.2,8.9,48.5,86.9,145.2,7.7
fh_s1_r0,2,orta,fast_hangar,-183,0.0,0.0,0.0,192,6.0,1.0,8,-1.4,1.5,-0.4,0.4,-1.5,0.0,0,1.7,0.0,-0.5,0.0,0.0,-0.2,0.2,56.8,22.6,82.8,113.4,151,12.6
fh_s1_r0,2,iyi,fast_hangar,-75,0.0,0.0,0.0,192,5.0,1.0,112,-0.7,1.9,0.0,1.6,-0.7,0.0,0,0.8,0.0,0.0,-0.3,0.1,-0.1,-0.1,61.0,35.9,110.2,129.9,151,15.0
fh_s1_r0,3,zayif,fast_hangar,-13,0.5,54.5,54.0,24,14.1,0.1,-1,-0.1,0.0,0.0,0.0,-0.1,0.0,0.0,0.1,0.0,-0.1,0.0,0.0,0.1,0.1,58.1,5.7,50.8,96.7,136.4,7.2
fh_s1_r0,3,orta,fast_hangar,-32,0.0,0.0,0.0,252,6.9,1.0,208,-0.8,2.6,-0.3,2.3,-0.9,0.0,0,1.2,0.0,-0.4,0.0,0.0,-0.4,-0.1,63.2,20.5,102.2,129.3,160,14.9
fh_s1_r0,3,iyi,fast_hangar,171,0.0,0.0,0.0,252,5.4,1.0,416,-0.5,2.5,-0.1,3.8,-1.0,0,0,0.8,0,0.5,0.1,0.1,0.0,0.0,62.3,31.1,123.5,141.0,160,15.9
fh_s1_r0,4,zayif,fast_hangar,-17,0.0,64.5,64.5,34,15.4,0.12,16,0.0,0.0,0.0,0.1,0.1,0.0,0.0,-0.1,0.0,0.2,0.0,-0.1,0.0,0.0,60.2,4.1,52.2,90.8,124.5,9.0
fh_s1_r0,4,orta,fast_hangar,-217,0.0,0.0,0.0,300,7.8,1.0,85,-1.2,3.0,-0.5,0.9,-1.6,0.0,0,1.6,0.0,-1.1,0.1,0.1,0.1,0.1,64.9,15.1,106.7,130.4,160,15.7
fh_s1_r0,4,iyi,fast_hangar,-19,0.0,0.0,0.0,300,6.2,1.0,288,-1.2,3.0,-0.3,2.7,-1.6,0,0,1.5,0,-0.8,-0.1,0.0,0.1,0.5,61.8,24.7,129.5,141.1,160,16.0
fh_s1_r0_x05,1,zayif,fast_hangar,-1,10.5,29.5,19.0,85,6.9,0.7,-16,-0.1,0.3,-0.1,-0.3,-0.7,-0.8,-0.7,0.0,0.0,-0.7,-0.1,-0.2,-0.2,-0.1,38.4,12.7,23.1,39.7,75.7,14.6
fh_s1_r0_x05,1,orta,fast_hangar,-99,0.5,0.5,0.0,119,5.6,0.99,34,-0.9,1.7,0.2,0.7,-0.9,-0.1,0,0.8,0.1,-1.2,0.0,0.0,0.3,-0.2,41.5,22.3,37.1,48.5,77,15.2
fh_s1_r0_x05,1,iyi,fast_hangar,-68,0.0,0.0,0.0,120,5.0,1.0,51,0.5,1.4,0.3,0.8,0.5,0.0,0,-0.6,0.0,0.7,-0.3,0.0,0.1,0.1,48.9,33.4,53.4,59.0,77,15.4
fh_s1_r0_x05,2,zayif,fast_hangar,-56,0.0,24.0,24.0,83,10.5,0.43,12,-0.4,0.8,-0.1,0.2,-0.4,0.0,0.0,0.3,0.0,-0.2,0.0,0.0,0.2,0.1,53.2,8.9,48.5,86.9,145.2,7.7
fh_s1_r0_x05,2,orta,fast_hangar,1,0.0,0.0,0.0,192,6.0,1.0,196,-1.3,3.4,-0.4,2.8,-1.5,0.0,0,1.8,0.0,-0.2,-0.2,-0.3,0.2,-0.1,56.8,22.6,82.8,113.4,151,12.6
fh_s1_r0_x05,2,iyi,fast_hangar,106,0.0,0.0,0.0,192,5.0,1.0,295,-1.6,4.0,0.2,4.1,-2.0,0.0,0,1.9,0.0,-0.6,-0.1,0.0,-0.1,0.0,61.0,35.9,110.2,129.9,151,15.0
fh_s1_r0_x05,3,zayif,fast_hangar,-18,0.0,54.0,54.0,24,14.1,0.1,8,-0.1,0.1,0.0,0.1,-0.1,0.0,0.0,0.1,0.0,-0.1,-0.1,0.0,0.1,0.1,58.1,5.7,50.8,96.7,136.4,7.2
fh_s1_r0_x05,3,orta,fast_hangar,49,0.0,0.0,0.0,252,6.9,1.0,295,-1.3,5.2,-0.8,3.2,-1.4,0.0,0,1.6,0.0,-0.7,-0.2,-0.1,-0.3,0.5,63.2,20.5,102.2,129.3,160,14.9
fh_s1_r0_x05,3,iyi,fast_hangar,413,0.0,0.0,0.0,252,5.4,1.0,669,-1.4,5.3,-0.7,6.5,-1.7,0,0,1.6,0,0.7,-0.2,0.0,0.2,0.0,62.3,31.1,123.5,141.0,160,15.9
fh_s1_r0_x05,4,zayif,fast_hangar,-18,0.0,64.5,64.5,34,15.4,0.12,17,0.0,0.1,0.0,0.1,0.1,0.0,0.0,-0.1,0.0,0.1,0.0,-0.1,0.0,0.0,60.2,4.1,52.2,90.8,124.5,9.0
fh_s1_r0_x05,4,orta,fast_hangar,207,0.0,0.0,0.0,300,7.8,1.0,530,-1.8,6.5,-0.3,4.6,-2.2,0.0,0,2.1,0.0,-0.2,-0.1,0.0,0.7,0.0,64.9,15.1,106.7,130.4,160,15.7
fh_s1_r0_x05,4,iyi,fast_hangar,434,0.0,0.0,0.0,300,6.2,1.0,762,-2.3,6.2,-0.5,6.6,-3.0,0,0,2.9,0,-1.0,-0.2,0.0,0.6,0.3,61.8,24.7,129.5,141.1,160,16.0
fh_s09_r0_x05,1,zayif,fast_hangar,14,11.5,30.5,19.0,85,6.9,0.7,1,-0.1,1.0,-0.1,0.0,-0.7,-1.0,-1.0,-0.3,0.0,-0.6,-0.1,-0.2,0.0,-0.2,38.4,12.7,23.1,39.7,75.7,14.6
fh_s09_r0_x05,1,orta,fast_hangar,-107,0.0,0.0,0.0,119,5.6,0.99,32,-0.9,2.8,0.1,0.6,-0.9,0.0,0,0.7,0.0,-1.1,-0.2,0.0,0.4,0.2,41.5,22.3,37.1,48.5,77,15.2
fh_s09_r0_x05,1,iyi,fast_hangar,-28,0.0,0.0,0.0,120,5.0,1.0,91,0.2,2.5,0.7,1.4,0.1,0.0,0,-0.2,0.0,0.5,-0.3,-0.1,0.1,0.0,48.9,33.4,53.4,59.0,77,15.4
fh_s09_r0_x05,2,zayif,fast_hangar,-57,0.5,24.5,24.0,83,10.5,0.43,11,-0.2,1.6,-0.4,0.2,-0.2,0.0,0.0,0.2,0.1,-0.2,-0.1,-0.1,0.1,0.2,53.2,8.9,48.5,86.9,145.2,7.7
fh_s09_r0_x05,2,orta,fast_hangar,55,0.0,0.0,0.0,192,6.0,1.0,243,-1.1,5.4,-1.2,3.3,-1.2,0.0,0,1.5,0.0,-0.5,-0.3,0.0,-0.1,0.6,56.8,22.6,82.8,113.4,151,12.6
fh_s09_r0_x05,2,iyi,fast_hangar,317,0.0,0.0,0.0,192,5.0,1.0,516,-1.2,6.0,0.0,6.4,-1.2,0.0,0,1.2,0.0,0.6,-0.5,0.0,0.1,0.0,61.0,35.9,110.2,129.9,151,15.0
fh_s09_r0_x05,3,zayif,fast_hangar,-14,0.0,54.0,54.0,24,14.1,0.1,10,-0.1,0.2,0.0,0.1,-0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.1,58.1,5.7,50.8,96.7,136.4,7.2
fh_s09_r0_x05,3,orta,fast_hangar,117,0.0,0.0,0.0,252,6.9,1.0,370,-1.8,7.8,-1.4,4.1,-1.9,0.0,0,2.1,0.0,-0.6,-0.7,0.0,0.0,-0.1,63.2,20.5,102.2,129.3,160,14.9
fh_s09_r0_x05,3,iyi,fast_hangar,435,0.0,0.0,0.0,252,5.4,1.0,688,-1.9,7.4,-0.7,6.8,-2.5,0,0,2.3,0,-0.3,0.0,0.0,0.1,-0.3,62.3,31.1,123.5,141.0,160,15.9
fh_s09_r0_x05,4,zayif,fast_hangar,-19,0.0,64.5,64.5,34,15.4,0.12,15,-0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,-0.1,0.0,0.0,60.2,4.1,52.2,90.8,124.5,9.0
fh_s09_r0_x05,4,orta,fast_hangar,249,0.0,0.0,0.0,300,7.8,1.0,559,-2.0,9.3,-1.4,4.8,-2.2,0.0,0,2.3,0.0,-1.2,-0.4,0.0,0.3,0.4,64.9,15.1,106.7,130.4,160,15.7
fh_s09_r0_x05,4,iyi,fast_hangar,603,0.0,0.0,0.0,300,6.2,1.0,917,-2.3,8.9,-0.3,7.8,-3.1,0,0,2.9,0,-0.2,0.0,0.0,0.2,0.4,61.8,24.7,129.5,141.1,160,16.0
fh_s1_r05,1,zayif,fast_hangar,6,10.0,29.0,19.0,85,6.9,0.7,-5,-0.3,-0.1,-0.1,-0.1,-0.7,-0.7,-0.7,0.0,0.0,-0.6,-0.1,-0.2,0.0,-0.1,38.4,12.7,23.1,39.7,75.7,14.6
fh_s1_r05,1,orta,fast_hangar,-93,1.0,1.0,0.0,119,5.6,0.99,25,-0.4,0.6,0.1,0.4,-0.3,-0.1,0,0.1,0.1,0.0,-0.5,0.0,0.0,0.0,41.5,22.3,37.1,48.5,77,15.2
fh_s1_r05,1,iyi,fast_hangar,-110,0.0,0.0,0.0,120,5.0,1.0,17,0.2,0.3,0.2,0.3,0.3,0.0,0,-0.4,0.0,0.6,-0.4,0.0,0.3,0.0,48.9,33.4,53.4,59.0,77,15.4
fh_s1_r05,2,zayif,fast_hangar,-50,0.5,24.5,24.0,83,10.5,0.43,13,-0.1,0.2,0.0,0.2,-0.1,0.0,0.0,0.0,0.1,0.1,-0.1,0.0,0.1,-0.1,53.2,8.9,48.5,86.9,145.2,7.7
fh_s1_r05,2,orta,fast_hangar,-164,0.0,0.0,0.0,192,6.0,1.0,28,-0.5,0.7,-0.2,0.5,-0.3,0.0,0,0.6,0.0,0.3,-0.1,0.0,-0.2,0.0,56.8,22.6,82.8,113.4,151,12.6
fh_s1_r05,2,iyi,fast_hangar,40,0.0,0.0,0.0,192,5.0,1.0,234,-0.3,1.6,0.8,2.9,-0.2,0.0,0,0.1,0.0,1.0,-0.4,-0.1,0.1,-0.4,61.0,35.9,110.2,129.9,151,15.0
fh_s1_r05,3,zayif,fast_hangar,-17,0.0,54.0,54.0,24,14.1,0.1,6,-0.1,0.0,0.0,0.1,-0.1,0.0,0.0,0.1,0.0,-0.1,0.0,0.0,0.0,0.1,58.1,5.7,50.8,96.7,136.4,7.2
fh_s1_r05,3,orta,fast_hangar,-147,0.0,0.0,0.0,252,6.9,1.0,98,-1.0,1.6,-0.3,1.2,-1.1,0.0,0,1.3,0.0,-0.4,-0.1,0.1,-0.2,-0.3,63.2,20.5,102.2,129.3,160,14.9
fh_s1_r05,3,iyi,fast_hangar,35,0.0,0.0,0.0,252,5.4,1.0,289,-0.5,1.5,0.2,2.8,-0.8,0,0,0.6,0,0.6,-0.1,0.1,0.3,-0.3,62.3,31.1,123.5,141.0,160,15.9
fh_s1_r05,4,zayif,fast_hangar,-17,0.0,64.5,64.5,34,15.4,0.12,16,0.0,0.0,0.0,0.1,0.1,0.0,0.0,-0.1,0.0,0.2,0.0,-0.1,0.0,0.0,60.2,4.1,52.2,90.8,124.5,9.0
fh_s1_r05,4,orta,fast_hangar,-251,0.0,0.0,0.0,300,7.8,1.0,59,-0.7,1.7,-0.2,0.7,-0.7,0.0,0,0.5,0.0,-0.4,-0.1,0.1,0.2,-0.5,64.9,15.1,106.7,130.4,160,15.7
fh_s1_r05,4,iyi,fast_hangar,-165,0.0,0.0,0.0,300,6.2,1.0,137,-1.1,1.7,-0.4,1.5,-1.4,0,0,1.3,0,-0.5,-0.2,0.0,0.0,0.1,61.8,24.7,129.5,141.1,160,16.0
ot_live,1,zayif,overtime,9,22.0,41.0,19.0,120,1,1.0,-92,0.4,-1.5,-1.2,-1.8,-1.2,-2.9,-3.6,-1.3,-0.8,-2.1,0.2,0.4,-0.1,-0.4,38.4,12.7,23.1,39.7,75.7,14.6
ot_live,1,orta,overtime,-23,0.0,0.0,0.0,120,1,1.0,87,0.5,1.2,0.6,1.2,0.9,0.4,0,-0.6,-0.4,0.9,-0.6,0.6,-0.2,-0.3,41.5,22.3,37.1,48.5,77,15.2
ot_live,1,iyi,overtime,-227,0.0,0.0,0.0,120,1,1.0,-86,-1.3,-0.5,-0.7,-0.8,-1.4,0.4,0,1.7,-0.4,-0.8,0.4,0.5,0.2,-0.1,48.9,33.4,53.4,59.0,77,15.4
ot_live,2,zayif,overtime,62,13.0,37.0,24.0,147,4.6,0.77,-119,-0.7,-0.9,-0.3,-1.8,-3.1,-5.3,-5.7,-1.6,-0.4,-3.5,-0.3,3.9,-0.6,-0.5,53.2,8.9,48.5,86.9,145.2,7.7
ot_live,2,orta,overtime,-101,0.0,0.0,0.0,192,3.0,1.0,97,-1.9,0.7,0.4,1.6,-1.2,0.2,0,2.1,-0.2,0.3,-1.5,3.2,0.0,0.2,56.8,22.6,82.8,113.4,151,12.6
ot_live,2,iyi,overtime,-238,0.0,0.0,0.0,192,2.4,1.0,-39,-1.8,0.5,0.1,0.3,-1.6,0.0,0,1.7,0.0,-1.1,-1.0,1.0,0.2,-0.1,61.0,35.9,110.2,129.9,151,15.0
ot_live,3,zayif,overtime,32,6.0,60.0,54.0,111,5.5,0.44,-150,-1.0,-1.4,-0.3,-1.6,-2.9,-4.2,-4.4,-0.7,-0.1,-3.2,-0.6,1.6,0.1,-0.7,58.1,5.7,50.8,96.7,136.4,7.2
ot_live,3,orta,overtime,-317,0.0,0.0,0.0,252,3.8,1.0,-82,-1.2,0.2,-0.3,-0.5,-0.8,0.0,0,1.2,0.0,-2.1,-1.2,0.8,-0.5,0.1,63.2,20.5,102.2,129.3,160,14.9
ot_live,3,iyi,overtime,-294,0.0,0.0,0.0,252,3.2,1.0,-38,-1.0,-0.2,-0.2,-0.1,-0.8,0,0,0.6,0,-0.5,-1.3,0.1,0.2,-0.3,62.3,31.1,123.5,141.0,160,15.9
ot_live,4,zayif,overtime,1,1.5,66.0,64.5,72,8.0,0.24,42,-0.0,0.4,0.0,0.4,0.4,0.3,0.3,0.0,0.0,0.7,-0.3,0.3,0.2,0.0,60.2,4.1,52.2,90.8,124.5,9.0
ot_live,4,orta,overtime,-421,0.5,0.5,0.0,300,4.0,1.0,-169,-1.4,-0.1,-0.2,-1.0,-0.9,-0.2,-0.2,0.6,0,-1.8,-1.9,0.2,-0.2,0.3,64.9,15.1,106.7,130.4,160,15.7
ot_live,4,iyi,overtime,-306,0.0,0.0,0.0,300,3.5,1.0,2,-1.0,-0.1,0.4,0.5,-0.3,0,0,0.3,0,0.1,-1.8,0.0,0.0,0.3,61.8,24.7,129.5,141.1,160,16.0
ot_g30,1,zayif,overtime,35,0.5,19.5,19.0,120,1,1.0,159,0.5,2.9,1.6,2.7,-0.5,-1.2,-1.9,-0.6,-0.7,3.5,0.6,-0.5,0.9,0.6,38.4,12.7,23.1,39.7,75.7,14.6
ot_g30,1,orta,overtime,186,0.0,0.0,0.0,120,1,1.0,300,1.1,5.6,2.8,4.6,0.5,0.4,0,-0.4,-0.4,3.7,0.5,-0.5,0.5,0.0,41.5,22.3,37.1,48.5,77,15.2
ot_g30,1,iyi,overtime,72,0.0,0.0,0.0,120,1,1.0,201,-1.3,3.8,2.1,3.6,-2.4,0.4,0,2.7,-0.4,2.1,1.6,-0.3,0.2,0.0,48.9,33.4,53.4,59.0,77,15.4
ot_g30,2,zayif,overtime,50,0.0,24.0,24.0,147,4.6,0.77,154,0.0,1.5,0.4,2.2,-0.9,-2.1,-2.5,-0.7,-0.4,3.0,-0.1,1.1,0.3,0.5,53.2,8.9,48.5,86.9,145.2,7.7
ot_g30,2,orta,overtime,268,0.0,0.0,0.0,192,3.0,1.0,485,-1.2,4.4,1.7,6.7,-1.3,0.2,0,2.1,-0.2,6.2,0.6,0.9,0.4,1.0,56.8,22.6,82.8,113.4,151,12.6
ot_g30,2,iyi,overtime,383,0.0,0.0,0.0,192,2.4,1.0,585,-2.2,5.2,1.5,7.8,-3.0,0.0,0,3.1,0.0,4.0,0.7,0.2,0.2,0.4,61.0,35.9,110.2,129.9,151,15.0
ot_g30,3,zayif,overtime,47,-1.0,53.0,54.0,111,5.5,0.44,193,-0.6,1.1,0.1,2.2,-0.7,-0.5,-0.7,0.6,-0.1,1.6,-0.2,0.5,0.6,0.5,58.1,5.7,50.8,96.7,136.4,7.2
ot_g30,3,orta,overtime,503,0.0,0.0,0.0,252,3.8,1.0,772,-2.0,5.8,1.6,8.4,-2.3,0.0,0,2.4,0.0,6.0,0.0,0.0,0.2,0.6,63.2,20.5,102.2,129.3,160,14.9
ot_g30,3,iyi,overtime,1230,0.0,0.0,0.0,252,3.2,1.0,1488,-2.1,7.9,2.6,14.4,-2.4,0,0,2.2,0,9.1,-0.9,0.0,0.3,0.5,62.3,31.1,123.5,141.0,160,15.9
ot_g30,4,zayif,overtime,-56,-4.5,60.0,64.5,72,8.0,0.24,275,0.3,2.0,0.1,2.5,1.6,2.3,2.2,0.6,0.0,3.5,0.1,0.1,0.5,0.7,60.2,4.1,52.2,90.8,124.5,9.0
ot_g30,4,orta,overtime,1038,0.0,0.0,0.0,300,4.0,1.0,1375,-1.9,7.7,1.4,11.7,-1.8,0,0,1.8,0,10.2,-1.0,-0.1,0.9,1.3,64.9,15.1,106.7,130.4,160,15.7
ot_g30,4,iyi,overtime,1491,0.0,0.0,0.0,300,3.5,1.0,1809,-2.2,9.5,2.2,14.9,-2.4,0,0,2.4,0,10.0,-1.3,0.0,0.3,1.1,61.8,24.7,129.5,141.1,160,16.0
ot_g60,1,zayif,overtime,44,-6.5,12.5,19.0,120,1,1.0,231,0.6,4.2,2.1,4.0,0.1,0.3,-0.5,0.0,-0.7,5.6,0.8,-8.8,0.9,1.0,38.4,12.7,23.1,39.7,75.7,14.6
ot_g60,1,orta,overtime,325,0.0,0.0,0.0,120,1,1.0,436,1.7,7.2,4.0,6.8,1.1,0.4,0,-0.9,-0.4,6.3,0.6,-6.2,0.6,0.3,41.5,22.3,37.1,48.5,77,15.2
ot_g60,1,iyi,overtime,160,0.0,0.0,0.0,120,1,1.0,284,-1.3,5.4,2.5,4.8,-3.0,0.4,0,3.3,-0.4,2.5,2.4,-4.4,0.4,0.1,48.9,33.4,53.4,59.0,77,15.4
ot_g60,2,zayif,overtime,69,0.5,24.5,24.0,147,4.6,0.77,175,0.2,1.7,0.5,2.4,-0.4,-1.6,-2.0,-0.6,-0.4,3.7,-0.1,-2.9,0.4,0.9,53.2,8.9,48.5,86.9,145.2,7.7
ot_g60,2,orta,overtime,373,0.0,0.0,0.0,192,3.0,1.0,593,-1.1,4.8,2.0,8.0,-1.6,0.2,0,2.6,-0.2,8.2,1.3,-6.6,0.7,1.1,56.8,22.6,82.8,113.4,151,12.6
ot_g60,2,iyi,overtime,625,0.0,0.0,0.0,192,2.4,1.0,820,-1.9,6.9,2.6,10.4,-3.1,0.0,0,3.2,0.0,8.0,1.4,-6.0,0.1,0.5,61.0,35.9,110.2,129.9,151,15.0
ot_g60,3,zayif,overtime,25,-4.5,49.5,54.0,111,5.5,0.44,282,-0.2,1.6,0.2,3.1,0.3,0.4,0.3,0.5,-0.1,3.1,-0.2,-1.7,0.7,0.6,58.1,5.7,50.8,96.7,136.4,7.2
ot_g60,3,orta,overtime,825,0.0,0.0,0.0,252,3.8,1.0,1101,-1.6,7.0,2.1,11.5,-1.8,0.0,0,2.2,0.0,11.1,-0.1,-6.6,0.5,1.0,63.2,20.5,102.2,129.3,160,14.9
ot_g60,3,iyi,overtime,1633,0.0,0.0,0.0,252,3.2,1.0,1903,-3.1,10.0,2.9,18.4,-3.6,0,0,3.4,0,12.2,-0.6,-4.4,0.5,0.8,62.3,31.1,123.5,141.0,160,15.9
ot_g60,4,zayif,overtime,-33,-4.0,60.5,64.5,72,8.0,0.24,271,0.1,1.8,0.2,2.4,1.2,1.8,1.7,0.5,0.0,3.4,0.2,-1.0,0.5,0.5,60.2,4.1,52.2,90.8,124.5,9.0
ot_g60,4,orta,overtime,1573,0.0,0.0,0.0,300,4.0,1.0,1928,-2.4,9.9,2.1,16.4,-2.4,0,0,2.0,0,14.4,-1.1,-5.2,1.2,1.5,64.9,15.1,106.7,130.4,160,15.7
ot_g60,4,iyi,overtime,2184,0.0,0.0,0.0,300,3.5,1.0,2515,-3.4,13.3,2.8,20.6,-3.8,0,0,3.7,0,11.7,-1.2,-3.0,0.5,0.9,61.8,24.7,129.5,141.1,160,16.0
ot_g90,1,zayif,overtime,59,-5.0,14.0,19.0,120,1,1.0,239,0.7,4.4,2.2,4.1,0.2,0.4,-0.4,0.0,-0.7,6.0,0.8,-13.5,0.8,1.1,38.4,12.7,23.1,39.7,75.7,14.6
ot_g90,1,orta,overtime,381,0.0,0.0,0.0,120,1,1.0,487,1.9,7.7,4.5,7.5,1.2,0.4,0,-1.1,-0.4,7.4,0.5,-13.3,0.6,0.2,41.5,22.3,37.1,48.5,77,15.2
ot_g90,1,iyi,overtime,176,0.0,0.0,0.0,120,1,1.0,296,-1.1,5.6,2.5,4.9,-2.9,0.4,0,3.2,-0.4,3.8,2.4,-12.2,0.4,0.0,48.9,33.4,53.4,59.0,77,15.4
ot_g90,2,zayif,overtime,79,0.5,24.5,24.0,147,4.6,0.77,183,0.3,1.7,0.5,2.5,-0.4,-1.6,-2.0,-0.6,-0.4,4.0,-0.1,-3.7,0.3,0.9,53.2,8.9,48.5,86.9,145.2,7.7
ot_g90,2,orta,overtime,379,0.0,0.0,0.0,192,3.0,1.0,597,-0.9,4.8,2.2,8.0,-1.5,0.2,0,2.5,-0.2,8.8,1.3,-9.7,0.7,1.3,56.8,22.6,82.8,113.4,151,12.6
ot_g90,2,iyi,overtime,622,0.0,0.0,0.0,192,2.4,1.0,820,-2.1,6.9,2.6,10.4,-3.4,0.0,0,3.4,0.0,8.9,1.6,-12.4,0.2,0.6,61.0,35.9,110.2,129.9,151,15.0
ot_g90,3,zayif,overtime,26,-4.5,49.5,54.0,111,5.5,0.44,282,-0.2,1.6,0.2,3.1,0.3,0.4,0.3,0.5,-0.1,3.2,-0.1,-2.1,0.7,0.6,58.1,5.7,50.8,96.7,136.4,7.2
ot_g90,3,orta,overtime,887,0.0,0.0,0.0,252,3.8,1.0,1159,-1.7,7.1,2.2,12.0,-1.9,0.0,0,2.3,0.0,11.8,-0.3,-11.4,0.4,1.1,63.2,20.5,102.2,129.3,160,14.9
ot_g90,3,iyi,overtime,1734,0.0,0.0,0.0,252,3.2,1.0,2003,-2.9,10.1,3.2,19.3,-3.5,0,0,3.2,0,13.2,-0.6,-12.4,0.5,0.6,62.3,31.1,123.5,141.0,160,15.9
ot_g90,4,zayif,overtime,-31,-4.0,60.5,64.5,72,8.0,0.24,269,0.2,1.8,0.2,2.4,1.2,1.8,1.7,0.5,0.0,3.4,0.2,-1.3,0.5,0.5,60.2,4.1,52.2,90.8,124.5,9.0
ot_g90,4,orta,overtime,1626,0.0,0.0,0.0,300,4.0,1.0,1978,-2.3,10.0,2.3,16.7,-2.3,0,0,2.0,0,14.8,-1.1,-11.7,1.1,1.6,64.9,15.1,106.7,130.4,160,15.7
