cell,day,alive,money_mean,money_p10,income_mean,served,delivered,quota,rent_mean,prestige
P4_zayif_mantikli,12,0.173,1553,387,719,7.3,6.3,11,483,42.0
P4_zayif_mantikli,13,0.043,1410,723,964,7.7,7.9,12.5,0,44.6
P4_zayif_mantikli,14,0.043,2188,1520,1062,7.4,8.5,11.9,0,47.1
P4_zayif_mantikli,15,0.043,2635,2164,1076,7.8,8.3,11.8,0,49.7
P4_zayif_mantikli,16,0.043,1051,43,1281,8.5,9.5,13,2128,52.7
P4_orta_hic,1,1.0,1095,947,243,7.7,2.5,8,0,16.2
P4_orta_hic,2,1.0,1593,1352,507,7.4,5.2,8,0,20.3
P4_orta_hic,3,1.0,2141,1841,557,7.5,5.6,8,0,24.6
P4_orta_hic,4,1.0,1089,748,589,7.3,5.7,8,1630,28.7
P4_orta_hic,5,1.0,1672,1241,568,7.6,5.2,9.1,0,32.9
P4_orta_hic,6,1.0,2197,1679,508,7.6,4.5,9.1,0,37.1
P4_orta_hic,7,1.0,2699,2052,486,7.6,4.3,9.2,0,41.2
P4_orta_hic,8,1.0,1254,540,508,8.4,4.5,10,1948,45.9
P4_orta_hic,9,1.0,1889,1078,632,7.4,5.5,10.3,0,49.3
P4_orta_hic,10,1.0,2718,1805,833,7.7,7.1,10.3,0,53.0
P4_orta_hic,11,1.0,3636,2598,922,8.7,7.7,11.3,0,57.1
P4_orta_hic,12,1.0,2254,1154,986,8.5,8.0,11,2347,61.1
P4_orta_hic,13,1.0,3532,2334,1285,9.2,10.2,12.3,0,65.4
P4_orta_hic,14,1.0,4775,3506,1248,8.9,9.6,12.1,0,69.5
P4_orta_hic,15,1.0,6009,4661,1250,8.9,9.5,12.3,0,73.5
P4_orta_hic,16,1.0,4575,3126,1411,9.9,10.6,13,2817,78.1
P4_orta_acgozlu,1,1.0,712,572,235,7.7,2.5,8,0,16.1
P4_orta_acgozlu,2,1.0,918,716,498,7.5,5.1,8,0,20.3
P4_orta_acgozlu,3,1.0,1065,784,581,7.5,5.8,8,0,24.6
P4_orta_acgozlu,4,1.0,231,163,661,7.4,6.4,8,977,28.8
P4_orta_acgozlu,5,1.0,893,557,677,7.6,6.2,9.1,0,33.0
P4_orta_acgozlu,6,1.0,1132,831,525,7.6,4.7,9.1,0,37.4
P4_orta_acgozlu,7,1.0,1154,793,515,7.5,4.5,9.2,0,41.7
P4_orta_acgozlu,8,1.0,1200,820,633,8.2,5.4,10,55,44.9
P4_orta_acgozlu,9,1.0,1601,1138,912,7.1,7.8,10.3,0,48.7
P4_orta_acgozlu,10,1.0,1798,1209,1096,7.4,8.8,10.3,0,53.1
P4_orta_acgozlu,11,1.0,2228,1475,1381,8.1,10.2,11.3,0,58.1
P4_orta_acgozlu,12,1.0,1289,201,1547,8.1,10.4,11,1449,63.5
P4_orta_acgozlu,13,0.833,3117,1651,2156,8.7,12.3,12.4,0,69.4
P4_orta_acgozlu,14,0.833,5110,2645,2237,8.9,12.0,12.1,0,75.2
P4_orta_acgozlu,15,0.833,7372,4287,2415,9.1,12.6,12.3,0,81.2
P4_orta_acgozlu,16,0.833,8274,4946,2749,9.7,13.7,13,1774,87.7
P4_orta_mantikli,1,1.0,1095,947,243,7.7,2.5,8,0,16.2
P4_orta_mantikli,2,1.0,1410,1233,510,7.5,5.2,8,0,20.3
P4_orta_mantikli,3,1.0,1520,1258,566,7.4,5.7,8,0,24.4
P4_orta_mantikli,4,1.0,251,53,755,7.3,7.3,8,1482,28.5
P4_orta_mantikli,5,1.0,846,500,579,7.5,5.3,9.1,0,32.7
P4_orta_mantikli,6,1.0,1349,948,523,7.4,4.7,9.1,0,36.8
P4_orta_mantikli,7,1.0,1653,1341,530,7.4,4.7,9.2,0,40.9
P4_orta_mantikli,8,1.0,621,96,599,8.1,5.3,10,1167,45.0
P4_orta_mantikli,9,0.943,1366,753,872,6.9,7.6,10.2,0,48.3
P4_orta_mantikli,10,0.943,2188,1574,1058,7.1,8.9,10.3,0,51.6
P4_orta_mantikli,11,0.943,2778,2112,1240,8.1,10.1,11.3,0,55.4
P4_orta_mantikli,12,0.943,995,125,1325,7.9,10.2,11,2056,59.5
P4_orta_mantikli,13,0.907,2509,1514,1724,8.7,11.7,12.3,0,64.3
P4_orta_mantikli,14,0.907,3589,2526,1845,8.8,12.0,12.1,0,69.3
P4_orta_mantikli,15,0.907,4854,3160,2079,9.1,12.5,12.3,0,74.8
P4_orta_mantikli,16,0.907,4333,1875,2449,9.6,13.4,13,2296,80.8
P4_iyi_hic,1,1.0,1091,916,230,7.9,2.4,8,0,16.6
P4_iyi_hic,2,1.0,1711,1436,610,7.9,6.2,8,0,21.6
P4_iyi_hic,3,1.0,2426,2121,698,7.9,6.9,8,0,26.6
P4_iyi_hic,4,1.0,1561,1236,750,7.9,7.2,8,1630,31.7
P4_iyi_hic,5,1.0,2349,1918,752,8.2,6.7,9.1,0,36.9
P4_iyi_hic,6,1.0,3025,2562,642,8.1,5.6,9.1,0,42.0
P4_iyi_hic,7,1.0,3694,3123,632,8.1,5.4,9.2,0,47.0
P4_iyi_hic,8,1.0,2393,1712,640,8.8,5.5,10,1956,52.4
P4_iyi_hic,9,1.0,3254,2488,835,8.3,7.0,10.3,0,57.2
P4_iyi_hic,10,1.0,4345,3540,1071,8.5,8.7,10.3,0,62.2
P4_iyi_hic,11,1.0,5595,4553,1227,9.5,9.7,11.3,0,67.8
P4_iyi_hic,12,1.0,4563,3386,1304,9.5,10.0,11,2347,73.3
P4_iyi_hic,13,1.0,6237,4991,1649,10.3,12.2,12.3,0,79.1
P4_iyi_hic,14,1.0,7899,6494,1643,10.1,11.8,12.1,0,84.9
P4_iyi_hic,15,1.0,9558,8042,1643,10.2,11.6,12.3,0,90.7
P4_iyi_hic,16,1.0,8558,6937,1809,10.8,12.5,13,2817,96.3
P4_iyi_acgozlu,1,1.0,704,489,219,7.9,2.3,8,0,16.6
P4_iyi_acgozlu,2,1.0,1000,742,597,7.9,6.1,8,0,21.5
P4_iyi_acgozlu,3,1.0,1147,811,691,7.9,6.8,8,0,26.6
P4_iyi_acgozlu,4,1.0,244,97,883,7.9,8.5,8,1319,31.7
P4_iyi_acgozlu,5,1.0,1107,700,869,8.1,7.8,9.1,0,36.9
P4_iyi_acgozlu,6,1.0,1307,913,677,7.9,5.9,9.1,0,42.0
P4_iyi_acgozlu,7,1.0,1428,1017,715,7.8,6.0,9.2,0,47.2
P4_iyi_acgozlu,8,1.0,808,187,788,8.5,6.2,10,728,52.4
P4_iyi_acgozlu,9,1.0,1967,1224,1487,7.9,11.3,10.3,0,58.1
P4_iyi_acgozlu,10,1.0,2727,1859,1728,8.0,12.4,10.3,0,64.0
P4_iyi_acgozlu,11,1.0,3933,2333,2112,8.7,13.3,11.3,0,70.6
P4_iyi_acgozlu,12,1.0,3944,1708,2382,8.7,13.5,11,1784,77.5
P4_iyi_acgozlu,13,1.0,6710,3875,3005,9.3,15.6,12.3,0,84.7
P4_iyi_acgozlu,14,1.0,9692,6388,3073,9.2,15.1,12.1,0,91.7
P4_iyi_acgozlu,15,1.0,12934,9346,3257,9.5,15.5,12.3,0,97.5
P4_iyi_acgozlu,16,1.0,14506,10790,3373,9.7,15.9,13,1800,99.5
P4_iyi_mantikli,1,1.0,1091,916,230,7.9,2.4,8,0,16.6
P4_iyi_mantikli,2,1.0,1512,1238,633,7.9,6.5,8,0,21.6
P4_iyi_mantikli,3,1.0,1656,1347,693,7.8,6.8,8,0,26.6
P4_iyi_mantikli,4,1.0,610,291,1099,7.8,10.6,8,1623,31.5
P4_iyi_mantikli,5,1.0,1393,958,750,7.7,6.7,9.1,0,36.4
P4_iyi_mantikli,6,1.0,1869,1509,696,7.7,6.1,9.1,0,41.2
P4_iyi_mantikli,7,1.0,1922,1530,671,7.7,5.8,9.2,0,46.1
P4_iyi_mantikli,8,1.0,367,92,780,8.3,6.3,10,1739,51.4
P4_iyi_mantikli,9,1.0,1740,1139,1356,7.7,10.3,10.3,0,56.2
P4_iyi_mantikli,10,1.0,2932,2249,1616,7.9,11.9,10.3,0,61.2
P4_iyi_mantikli,11,1.0,4017,2854,1932,8.9,13.3,11.3,0,66.7
P4_iyi_mantikli,12,1.0,2501,876,2045,8.5,13.1,11,2185,72.8
P4_iyi_mantikli,13,1.0,5005,3295,2974,9.3,16.2,12.3,0,79.5
P4_iyi_mantikli,14,1.0,7392,4976,2966,9.3,15.4,12.1,0,86.5
P4_iyi_mantikli,15,1.0,10097,7035,3028,9.2,14.8,12.3,0,93.2
P4_iyi_mantikli,16,1.0,11682,8352,3417,9.9,16.2,13,1754,98.1
