cell,day,alive,money_mean,money_p10,money_p90,prestige_mean,prestige_p10,income_mean,quota,spawned_mean,served_mean,lost_mean,missed_mean,packed_mean,delivered_mean,phone_mean,trucksFull_mean,idle_frac,early_frac,rent_mean
P3_iyi_mantikli_ev,10,1.00,2399.62,1763.40,3128.00,61.96,56.88,1472.26,10.35,10.34,8.65,1.60,0.01,13.02,10.89,3.92,2.30,0.10,0.96,0
P3_iyi_mantikli_ev,11,1.00,3417.78,2443.80,4509.90,68.69,63.02,1793.46,11.23,11.22,9.54,1.62,0.01,14.63,12,4.21,2.43,0.09,0.96,0
P3_iyi_mantikli_ev,12,1.00,3005.86,1543.00,4451.00,75.95,69.64,1963.67,11,11,9.34,1.62,0,14.48,11.98,4.08,2.45,0.09,1,1452.58
P3_iyi_mantikli_ev,13,1.00,5523.56,3602.20,7334.50,83.56,76.58,2788.46,12.39,12.38,9.97,2.29,0.01,16.05,14.60,4.59,2.12,0.09,0.97,0
P3_iyi_mantikli_ev,14,1.00,8185.89,5832.50,10673.20,91.15,84.04,2868.08,12.06,12.06,9.85,2.12,0,15.91,14.13,4.51,1.98,0.09,1.00,0
P3_iyi_mantikli_ev,15,1.00,11069.31,8537.60,13653.10,97.19,92.10,3003.25,12.30,12.30,10.06,2.19,0,16.74,14.24,4.56,1.97,0.08,0.99,0
P3_iyi_mantikli_ev,16,1.00,13012.78,9910.40,15786.60,99.56,99.04,3171.91,13,13,10.48,2.42,0,16.70,14.76,4.86,2.15,0.09,1,1225.94
P4_zayif_hic_ev,1,1.00,940.96,842.00,1060.00,14.92,14.20,87.42,8,7.98,6.75,0.58,0.02,5.28,0.89,1.53,0.03,0.33,0.62,0
P4_zayif_hic_ev,2,1.00,1226.54,1004.50,1470.00,17.50,16.44,310.59,8,7.96,6.33,0.86,0.04,4.89,3.16,1.42,0.24,0.30,0.61,0
P4_zayif_hic_ev,3,1.00,1560.24,1268.00,1862.00,20.18,18.84,358.33,8,7.96,6.52,0.81,0.04,4.92,3.52,1.33,0.31,0.28,0.63,0
P4_zayif_hic_ev,4,1.00,384.25,104.00,684.50,22.74,21.16,435.07,8,7.99,6.44,0.96,0.01,4.64,4.22,1.35,0.37,0.27,0.86,1578.41
P4_zayif_hic_ev,5,1.00,777.65,448.70,1141.70,25.43,23.56,401.66,9.08,9.02,6.80,1.61,0.06,4.50,3.66,1.98,0.33,0.36,0.36,0
P4_zayif_hic_ev,6,1.00,1127.30,718.20,1523.10,28.12,25.64,352.29,9.10,9.09,6.76,1.77,0.01,4.50,3.15,2.02,0.25,0.36,0.61,0
P4_zayif_hic_ev,7,1.00,1458.86,948.10,1953.10,30.59,28.04,336.25,9.16,9.12,6.62,1.96,0.04,4.44,3.01,1.96,0.20,0.36,0.79,0
P4_zayif_hic_ev,8,1.00,367.34,100.90,570.80,33.50,30.36,351.44,10,9.99,7.46,1.95,0.01,5.20,3.13,2.17,0.25,0.37,0.62,1415.36
P4_zayif_hic_ev,9,0.94,644.07,338.30,964.60,35.27,31.94,371.99,10.23,9.96,6.38,2.98,0.26,7.71,3.27,1.54,0.20,0.25,0.57,0
P4_zayif_hic_ev,10,0.94,1109.69,688.80,1557.10,37.06,33.36,491.78,10.36,10.15,6.58,2.94,0.21,8,4.27,1.46,0.32,0.21,0.71,0
P4_zayif_hic_ev,11,0.94,1667.54,1138.00,2266.80,39.00,35.48,587.51,11.24,10.94,7.20,3.09,0.30,9.15,5.03,1.48,0.42,0.21,0.56,0
P4_zayif_hic_ev,12,0.94,939.41,100.00,2171.70,41.22,37.36,652.16,11,11.00,7.48,2.95,0.00,9.07,5.48,1.44,0.42,0.20,0.82,1337.92
P4_zayif_hic_ev,13,0.60,1188.19,808.00,1726.00,43.63,40.00,873.71,12.36,11.97,8,3.32,0.39,9.65,7.13,1.25,0.50,0.18,0.42,0
P4_zayif_hic_ev,14,0.60,2015.92,1393.00,2583.00,45.71,41.68,876.76,12,11.91,8.01,3.33,0.09,10.13,7.03,1.28,0.46,0.18,0.62,0
P4_zayif_hic_ev,15,0.60,2815.75,2065.00,3560.00,47.58,43.24,855.31,12.23,12.07,7.91,3.59,0.16,9.95,6.84,1.36,0.42,0.18,0.76,0
P4_zayif_hic_ev,16,0.60,964.32,268.00,1754.00,49.82,45.44,932.34,13,12.99,8.52,3.85,0.01,11.25,7.39,1.52,0.44,0.18,0.68,2727.22
P4_zayif_mantikli_ev,1,1.00,940.96,842.00,1060.00,14.92,14.20,87.42,8,7.98,6.75,0.58,0.02,5.28,0.89,1.53,0.03,0.33,0.62,0
P4_zayif_mantikli_ev,2,1.00,1194.27,992.70,1412.00,17.50,16.44,317.87,8,7.96,6.35,0.81,0.04,4.92,3.24,1.36,0.23,0.30,0.61,0
P4_zayif_mantikli_ev,3,1.00,1308.18,1085.30,1561.70,20.18,18.88,354.62,8,7.95,6.53,0.75,0.05,4.93,3.48,1.30,0.26,0.28,0.62,0
P4_zayif_mantikli_ev,4,1.00,253.52,208.00,307.10,22.73,21.32,457.74,8,8,6.48,0.84,0,4.75,4.43,1.27,0.37,0.26,0.83,1137.58
P4_zayif_mantikli_ev,5,1.00,668.44,375.90,986.20,25.55,23.56,425.24,9.08,9.05,6.97,1.49,0.03,4.65,3.87,1.96,0.36,0.36,0.56,0
P4_zayif_mantikli_ev,6,1.00,1038.94,656.80,1418.60,28.35,25.76,378.23,9.10,9.09,6.96,1.68,0.01,4.74,3.38,2.02,0.26,0.36,0.79,0
P4_zayif_mantikli_ev,7,1.00,1335.15,955.50,1680.80,31.00,28.24,368.36,9.16,9.12,6.82,1.77,0.04,4.68,3.28,2.01,0.23,0.35,0.85,0
P4_zayif_mantikli_ev,8,1.00,1316.98,308.90,1693.40,33.76,30.60,379.94,10,9.99,7.37,2.01,0.01,5.24,3.37,2.18,0.20,0.37,0.77,172.19
P4_zayif_mantikli_ev,9,0.20,1001.76,335.00,1796.00,36.59,32.80,405.51,9.98,9.84,7.12,2.10,0.14,7.84,3.51,1.59,0.20,0.23,0.76,0
P4_zayif_mantikli_ev,10,0.20,1478.90,929.00,2063.00,39.09,34.56,610.20,10.37,10.24,7.67,2.14,0.14,9.33,5.24,1.10,0.29,0.17,0.71,0
P4_zayif_mantikli_ev,11,0.20,1829.43,1490.00,2284.00,41.43,36.08,660.51,11.08,10.86,7.71,2.49,0.22,9.27,5.63,1.33,0.41,0.19,0.63,0
P4_zayif_mantikli_ev,12,0.20,1572.80,159.00,2148.00,43.97,38.08,719.47,11,11,7.86,2.55,0,9.45,5.86,1.41,0.47,0.17,0.96,497.12
P4_zayif_mantikli_ev,13,0.06,1665.21,867.30,2531.90,47.69,43.07,1162.57,12.71,12.36,9.86,1.71,0.36,11.14,8.50,1.14,0.43,0.13,0.36,0
P4_zayif_mantikli_ev,14,0.06,2303.36,1689.90,2855.50,50.87,45.77,1051.93,12.29,12.07,9.14,2.43,0.21,10.50,7.71,1.50,0.57,0.13,0.64,0
P4_zayif_mantikli_ev,15,0.06,2964.36,2431.80,3533.10,53.85,49.64,1294.29,12.43,12.21,8.36,3.29,0.21,11,9.50,1.36,0.50,0.10,0.79,0
P4_zayif_mantikli_ev,16,0.06,1524.64,274.30,2587.40,57.80,50.40,1600.71,13,13,9.93,2.43,0,11.71,10.57,1.21,0.43,0.11,0.79,2178.64
P4_orta_hic_ev,1,1.00,1100.80,951.50,1256.00,16.14,15.60,248.92,8,8,7.64,0.06,0,7.18,2.54,3.06,0.25,0.26,0.98,0
P4_orta_hic_ev,2,1.00,1617.28,1366.70,1869.00,20.33,19.40,526.24,8,8,7.50,0.20,0,6.90,5.17,2.94,0.78,0.24,0.97,0
P4_orta_hic_ev,3,1.00,2202.80,1886.50,2528.00,24.59,23.24,594.09,8,8,7.47,0.21,0,6.83,5.66,2.89,0.82,0.24,0.96,0
P4_orta_hic_ev,4,1.00,1177.55,807.00,1538.30,28.71,27.32,617.72,8,8,7.39,0.32,0,6.74,5.71,2.85,0.90,0.22,0.99,1630
P4_orta_hic_ev,5,1.00,1798.61,1338.00,2237.20,32.94,30.92,605.73,9.08,9.08,7.64,1.19,0,5.80,5.23,3.64,0.83,0.28,0.92,0
P4_orta_hic_ev,6,1.00,2362.28,1802.60,2886.50,37.13,35.04,543.19,9.10,9.10,7.62,1.18,0,5.88,4.56,3.63,0.63,0.28,0.99,0
P4_orta_hic_ev,7,1.00,2902.52,2212.40,3528.60,41.23,38.80,524.08,9.16,9.15,7.54,1.35,0.01,5.91,4.34,3.74,0.51,0.27,0.96,0
P4_orta_hic_ev,8,1.00,1483.87,723.40,2137.10,45.87,43.08,535.21,10,10,8.43,1.29,0,6.51,4.36,3.98,0.56,0.27,0.99,1949.65
P4_orta_hic_ev,9,1.00,2180.08,1355.00,2959.20,49.32,46.24,692.76,10.26,10.14,7.40,2.43,0.12,10.06,5.56,3.38,0.77,0.19,0.86,0
P4_orta_hic_ev,10,1.00,3098.90,2090.60,3942.40,53.03,49.40,920.96,10.35,10.26,7.75,2.18,0.09,10.74,7.20,3.30,1.14,0.17,0.86,0
P4_orta_hic_ev,11,1.00,4094.46,2933.20,5124.30,57.19,53.39,999.12,11.23,11.16,8.66,2.17,0.07,11.69,7.61,3.56,1.38,0.17,0.83,0
P4_orta_hic_ev,12,1.00,2812.03,1619.00,3932.00,61.21,57.10,1085.70,11,11,8.53,2.12,0,11.53,8.02,3.31,1.28,0.16,1,2347
P4_orta_hic_ev,13,1.00,4214,2920.40,5279.90,65.51,61.63,1411.39,12.39,12.25,9.26,2.66,0.14,12.83,10.09,3.97,1.41,0.15,0.83,0
P4_orta_hic_ev,14,1.00,5599.50,4300.70,6970.10,69.58,65.32,1392.42,12.06,12.03,8.87,2.82,0.03,12.61,9.67,3.82,1.25,0.15,0.94,0
P4_orta_hic_ev,15,1.00,6975.96,5518.00,8321.00,73.61,69.03,1392.51,12.30,12.25,8.94,2.95,0.05,12.72,9.54,3.96,1.20,0.15,0.90,0
P4_orta_hic_ev,16,1.00,5708.38,4174.40,7298.30,78.18,73.48,1577.82,13,13,9.90,2.76,0,14.24,10.57,4.04,1.30,0.14,1.00,2817
P4_orta_mantikli_ev,1,1.00,1100.80,951.50,1256.00,16.14,15.60,248.92,8,8,7.64,0.06,0,7.18,2.54,3.06,0.25,0.26,0.98,0
P4_orta_mantikli_ev,2,1.00,1434.56,1244.90,1628.00,20.28,19.40,531.14,8,8,7.48,0.18,0,6.86,5.22,2.84,0.77,0.23,0.97,0
P4_orta_mantikli_ev,3,1.00,1550.76,1290.90,1856.80,24.44,22.96,598.57,8,8,7.41,0.28,0,6.84,5.72,2.77,0.82,0.23,0.98,0
P4_orta_mantikli_ev,4,1.00,281.25,40.30,513.00,28.46,26.92,819.05,8,8,7.28,0.36,0,6.52,7.58,2.68,1.09,0.21,1,1542.24
P4_orta_mantikli_ev,5,1.00,909.01,502.00,1318.00,32.61,30.40,613.97,9.08,9.08,7.45,1.39,0,6.02,5.30,3.81,0.62,0.27,0.99,0
P4_orta_mantikli_ev,6,1.00,1444.20,994.00,1838.70,36.61,33.72,582.21,9.10,9.10,7.29,1.55,0,6.03,4.91,3.85,0.51,0.27,1,0
P4_orta_mantikli_ev,7,1.00,1709.81,1384.70,2054.40,40.74,37.44,563.80,9.16,9.16,7.36,1.53,0,6.10,4.68,3.98,0.49,0.26,0.98,0
P4_orta_mantikli_ev,8,1.00,433.95,83.60,1207.70,45.16,41.28,653.87,10,10,8.10,1.62,0,6.65,5.27,4.22,0.50,0.25,1,1471.54
P4_orta_mantikli_ev,9,0.97,1275.37,678.00,1903.60,49.33,45.02,906.00,10.24,10.22,7.81,2.14,0.02,10.17,7.09,3.69,0.79,0.16,0.92,0
P4_orta_mantikli_ev,10,0.97,2238.65,1688.40,2809.50,53.67,49.44,1181.89,10.34,10.31,8.18,1.79,0.02,11.52,8.90,3.54,0.97,0.12,0.95,0
P4_orta_mantikli_ev,11,0.97,2832.69,2147.10,3575.80,58.46,54.00,1353.01,11.24,11.19,9.07,1.79,0.05,12.77,9.77,3.80,1.20,0.12,0.92,0
P4_orta_mantikli_ev,12,0.97,1085.67,189.90,2264.40,63.87,59.12,1465.53,11,11,8.99,1.68,0,12.74,9.78,3.60,1.17,0.11,1,2095.86
P4_orta_mantikli_ev,13,0.96,2981.20,1885.00,4255.00,70.23,65.04,2108.70,12.41,12.34,10.05,1.89,0.07,13.85,12.26,3.98,1.05,0.10,0.92,0
P4_orta_mantikli_ev,14,0.96,4217.66,2837.00,6172.00,76.81,70.32,2117.18,12.08,12.05,10.03,1.70,0.02,13.94,11.70,3.77,0.85,0.10,0.98,0
P4_orta_mantikli_ev,15,0.96,5879.25,3801.00,8537.00,84.15,77.24,2455.37,12.32,12.32,10.40,1.56,0,14.35,12.26,3.76,1.02,0.09,0.99,0
P4_orta_mantikli_ev,16,0.96,6041.28,2975.00,9549.00,91.83,84.64,2916.20,13,13,11.09,1.54,0,14.74,13.33,4.00,1.22,0.08,1,2145.47
P4_iyi_hic_ev,1,1.00,1090.37,916.50,1354.00,16.64,16.20,229.71,8,8,7.87,0.03,0,7.75,2.34,3.84,0.33,0.25,1,0
P4_iyi_hic_ev,2,1.00,1741.09,1457.00,2010.00,21.59,20.84,640.12,8,8,7.89,0.04,0,7.74,6.25,3.66,1.06,0.23,1,0
P4_iyi_hic_ev,3,1.00,2502.48,2173.70,2789.50,26.63,25.64,745.12,8,8,7.86,0.06,0,7.70,6.99,3.57,1.45,0.23,1,0
P4_iyi_hic_ev,4,1.00,1682.21,1348.00,1997.80,31.67,30.48,794.91,8,8,7.88,0.03,0,7.71,7.16,3.55,1.46,0.22,1,1630
P4_iyi_hic_ev,5,1.00,2518.96,2053.00,3000.30,36.92,35.36,800.89,9.08,9.08,8.26,0.75,0,6.58,6.74,4.41,1.36,0.26,1.00,0
P4_iyi_hic_ev,6,1.00,3238.82,2727.40,3750.40,41.95,39.96,684.66,9.10,9.10,8.08,0.96,0,6.46,5.58,4.41,1.06,0.26,1,0
P4_iyi_hic_ev,7,1.00,3959.90,3337.80,4568.30,46.99,44.64,683.72,9.16,9.16,8.08,1.02,0,6.61,5.43,4.50,0.88,0.26,0.99,0
P4_iyi_hic_ev,8,1.00,2717.02,1984.70,3371.70,52.43,49.80,697.17,10,10,8.84,1.07,0,7.16,5.46,4.78,0.85,0.26,1,1956
P4_iyi_hic_ev,9,1.00,3662.13,2851.70,4458.60,57.19,54.04,917.24,10.26,10.20,8.30,1.76,0.05,12.63,7.03,4.35,1.28,0.18,0.90,0
P4_iyi_hic_ev,10,1.00,4860.25,3956.00,5777.60,62.14,58.65,1178.26,10.35,10.32,8.47,1.74,0.03,12.91,8.73,4.46,1.81,0.17,0.92,0
P4_iyi_hic_ev,11,1.00,6244.08,5073.10,7271.30,67.77,64.24,1360.12,11.23,11.20,9.57,1.56,0.03,13.83,9.72,4.84,2.13,0.16,0.93,0
P4_iyi_hic_ev,12,1.00,5360.44,4046.40,6630.50,73.26,69.32,1452.30,11,11,9.47,1.47,0,13.86,10.01,4.48,2.08,0.15,1,2347
P4_iyi_hic_ev,13,1.00,7214.16,5811.40,8645.30,79.19,75.00,1832.85,12.39,12.32,10.37,1.88,0.07,15.31,12.15,5.25,2.41,0.15,0.91,0
P4_iyi_hic_ev,14,1.00,9067.27,7411.70,10635.40,84.90,80.00,1836.01,12.06,12.05,9.99,1.96,0.01,15.17,11.76,5.12,2.31,0.15,0.98,0
P4_iyi_hic_ev,15,1.00,10938.23,9202.00,12702.40,90.67,85.39,1856.25,12.30,12.30,10.16,2.06,0.00,15.17,11.63,5.26,2.25,0.15,0.97,0
P4_iyi_hic_ev,16,1.00,10173.15,8294.30,11953.60,96.30,91.72,2043.90,13,13,10.75,2.15,0,16.16,12.44,5.41,2.34,0.15,1,2817
P4_iyi_mantikli_ev,1,1.00,1090.37,916.50,1354.00,16.64,16.20,229.71,8,8,7.87,0.03,0,7.75,2.34,3.84,0.33,0.25,1,0
P4_iyi_mantikli_ev,2,1.00,1542.62,1263.00,1774.50,21.56,20.68,668.10,8,8,7.86,0.06,0,7.70,6.52,3.62,1.19,0.23,1,0
P4_iyi_mantikli_ev,3,1.00,1706.66,1402.20,1973.00,26.56,25.64,723.94,8,8,7.83,0.06,0,7.65,6.79,3.51,1.32,0.22,1.00,0
P4_iyi_mantikli_ev,4,1.00,741.94,317.80,1127.50,31.46,30.32,1177.40,8,8,7.84,0.08,0,7.62,10.65,3.38,1.88,0.19,1,1623.69
P4_iyi_mantikli_ev,5,1.00,1537.77,1100.30,1958.30,36.44,34.75,779.12,9.08,9.08,7.78,1.26,0,6.48,6.57,4.58,0.92,0.25,1,0
P4_iyi_mantikli_ev,6,1.00,1984.44,1593.80,2372.50,41.27,39.04,745.40,9.10,9.10,7.73,1.28,0,6.70,6.07,4.53,0.69,0.25,1,0
P4_iyi_mantikli_ev,7,1.00,1960.39,1519.00,2410.40,46.42,43.76,697.21,9.16,9.16,7.84,1.27,0,6.64,5.49,4.68,0.75,0.23,1,0
P4_iyi_mantikli_ev,8,1.00,436.66,124.50,782.10,52.12,48.76,926.95,10,10,8.59,1.33,0,7.29,6.56,4.99,0.88,0.22,1,1798.76
P4_iyi_mantikli_ev,9,1.00,1703.42,1057.60,2340.40,57.69,53.68,1248.09,10.26,10.25,8.11,2.07,0.00,11.78,8.27,4.84,1.08,0.16,0.98,0
P4_iyi_mantikli_ev,10,1.00,2910.21,2236.00,3642.40,63.69,58.92,1687.67,10.35,10.34,8.52,1.76,0.00,12.88,10.72,4.88,1.78,0.13,0.99,0
P4_iyi_mantikli_ev,11,1.00,4066,2900.50,5341.60,70.32,64.84,2030.38,11.23,11.22,9.37,1.78,0.00,14.35,12.01,5.25,1.82,0.12,0.99,0
P4_iyi_mantikli_ev,12,1.00,2912.74,1077.80,4728.30,77.60,71.51,2239.50,11,11,9.10,1.82,0,14.18,12.19,5.04,1.96,0.12,1,2164.92
P4_iyi_mantikli_ev,13,1.00,5686.22,3469.60,8164.00,85.64,78.78,3228.92,12.39,12.39,10.19,2.12,0,15.90,14.91,5.68,1.54,0.12,0.99,0
P4_iyi_mantikli_ev,14,1.00,8561.69,5383.00,11447.60,93.15,85.62,3247.20,12.07,12.07,9.68,2.29,0,15.83,14.20,5.64,1.52,0.11,1,0
P4_iyi_mantikli_ev,15,1.00,11742.97,7935.20,15160.80,98.30,93.70,3403.08,12.31,12.31,10.01,2.21,0,16.17,14.30,5.94,1.51,0.11,1,0
P4_iyi_mantikli_ev,16,1.00,13584.03,9658.20,17126.80,99.75,99.20,3603.00,13,13,10.49,2.40,0,16.94,15.02,6.06,1.65,0.11,1,1734.37
