variant,P,profile,strategy,events,day,alive,lostAfter,corr_money_final,auc_ratio_loss,ratio_med
sens_slow,4,orta,acgozlu,on,12,10000,0,0.4826,nan,0.22
sens_slow,4,orta,hic,on,3,10000,83,0.1538,0.6545,1.158
sens_slow,4,orta,hic,on,5,10000,83,0.2703,0.8112,0.651
sens_slow,4,orta,hic,on,8,9999,82,0.4747,0.773,0.276
sens_slow,4,orta,hic,on,12,9920,3,0.712,0.8892,0.332
sens_slow,4,orta,mantikli,on,3,10000,87,0.1982,0.698,1.146
sens_slow,4,orta,mantikli,on,5,10000,87,0.2306,0.6795,0.485
sens_slow,4,orta,mantikli,on,8,9996,83,0.2166,0.5473,0.154
sens_slow,4,orta,mantikli,on,12,9915,2,0.5505,0.816,0.247
sens_slow,4,zayif,acgozlu,on,3,10000,3537,0.2625,0.624,0.685
sens_slow,4,zayif,acgozlu,on,5,10000,3537,-0.0092,0.531,0.272
sens_slow,4,zayif,acgozlu,on,8,10000,3537,-0.3507,0.4483,0.5
sens_slow,4,zayif,acgozlu,on,12,8470,2007,0.4842,0.8147,0.176
sens_slow,4,zayif,hic,on,3,10000,9765,0.0913,0.7286,0.823
sens_slow,4,zayif,hic,on,5,10000,9765,0.0549,0.6296,0.272
sens_slow,4,zayif,hic,on,8,5759,5524,-0.0032,0.5046,0.102
sens_slow,4,zayif,hic,on,12,504,269,0.3006,0.6514,0.078
sens_slow,4,zayif,mantikli,on,3,10000,9761,0.1123,0.7372,0.823
sens_slow,4,zayif,mantikli,on,5,10000,9761,0.0485,0.6055,0.268
sens_slow,4,zayif,mantikli,on,8,5746,5507,-0.0006,0.4899,0.101
sens_slow,4,zayif,mantikli,on,12,500,261,0.3284,0.6651,0.074
