variant,P,profile,strategy,events,day,alive,lostAfter,corr_money_final,auc_ratio_loss,ratio_med
wi_norep,2,zayif,mantikli,on,12,9959,158,-0.1016,0.5623,0.167
wi_norep,3,iyi,acgozlu,on,3,10000,0,0.1444,nan,1.435
wi_norep,3,iyi,acgozlu,on,5,10000,0,0.296,nan,0.921
wi_norep,3,iyi,acgozlu,on,8,10000,0,0.4235,nan,0.506
wi_norep,3,iyi,acgozlu,on,12,10000,0,0.5513,nan,1.258
wi_norep,3,iyi,hic,on,3,10000,0,0.0648,nan,1.771
wi_norep,3,iyi,hic,on,5,10000,0,0.1515,nan,1.534
wi_norep,3,iyi,hic,on,8,10000,0,0.3714,nan,1.44
wi_norep,3,iyi,hic,on,12,10000,0,0.6957,nan,2.207
wi_norep,3,iyi,mantikli,on,3,10000,0,-0.012,nan,1.402
wi_norep,3,iyi,mantikli,on,5,10000,0,0.3556,nan,1.026
wi_norep,3,iyi,mantikli,on,8,10000,0,0.2345,nan,0.468
wi_norep,3,iyi,mantikli,on,12,10000,0,0.6128,nan,1.458
wi_norep,3,orta,acgozlu,on,3,10000,0,0.1671,nan,1.243
wi_norep,3,orta,acgozlu,on,5,10000,0,0.2026,nan,0.643
wi_norep,3,orta,acgozlu,on,8,10000,0,0.2117,nan,0.266
wi_norep,3,orta,acgozlu,on,12,10000,0,0.3946,nan,0.496
wi_norep,3,orta,hic,on,3,10000,0,0.1484,nan,1.472
wi_norep,3,orta,hic,on,5,10000,0,0.2453,nan,1.05
wi_norep,3,orta,hic,on,8,10000,0,0.4255,nan,0.77
wi_norep,3,orta,hic,on,12,10000,0,0.7316,nan,1.155
wi_norep,3,orta,mantikli,on,3,10000,0,0.0725,nan,1.306
wi_norep,3,orta,mantikli,on,5,10000,0,0.2675,nan,0.688
wi_norep,3,orta,mantikli,on,8,10000,0,0.2317,nan,0.254
wi_norep,3,orta,mantikli,on,12,10000,0,0.4329,nan,0.519
wi_norep,3,zayif,acgozlu,on,3,10000,253,0.0558,0.793,0.942
wi_norep,3,zayif,acgozlu,on,5,10000,253,-0.0088,0.5659,0.317
wi_norep,3,zayif,acgozlu,on,8,10000,253,-0.1668,0.1299,0.129
wi_norep,3,zayif,acgozlu,on,12,9931,184,0.042,0.7036,0.255
wi_norep,3,zayif,hic,on,3,10000,5306,0.1806,0.6398,1.11
wi_norep,3,zayif,hic,on,5,10000,5306,0.2598,0.7038,0.45
wi_norep,3,zayif,hic,on,8,9641,4947,0.1597,0.5483,0.134
wi_norep,3,zayif,hic,on,12,5841,1147,0.3364,0.6057,0.127
wi_norep,3,zayif,mantikli,on,3,10000,5414,0.1395,0.5897,1.079
wi_norep,3,zayif,mantikli,on,5,10000,5414,0.114,0.5967,0.329
wi_norep,3,zayif,mantikli,on,8,9545,4959,0.0076,0.4834,0.123
wi_norep,3,zayif,mantikli,on,12,5383,797,0.2546,0.6772,0.126
wi_norep,4,iyi,acgozlu,on,3,10000,0,0.1532,nan,1.323
wi_norep,4,iyi,acgozlu,on,5,10000,0,0.2623,nan,0.794
wi_norep,4,iyi,acgozlu,on,8,10000,0,0.3717,nan,0.359
wi_norep,4,iyi,acgozlu,on,12,10000,0,0.5832,nan,0.886
wi_norep,4,iyi,hic,on,3,10000,0,0.0601,nan,1.52
wi_norep,4,iyi,hic,on,5,10000,0,0.1469,nan,1.219
wi_norep,4,iyi,hic,on,8,10000,0,0.39,nan,1.028
wi_norep,4,iyi,hic,on,12,10000,0,0.694,nan,1.653
wi_norep,4,iyi,mantikli,on,3,10000,0,0.0136,nan,1.352
wi_norep,4,iyi,mantikli,on,5,10000,0,0.2975,nan,0.88
wi_norep,4,iyi,mantikli,on,8,10000,0,0.3174,nan,0.369
wi_norep,4,iyi,mantikli,on,12,10000,0,0.568,nan,1.019
wi_norep,4,orta,acgozlu,on,3,10000,0,0.1107,nan,1.178
wi_norep,4,orta,acgozlu,on,5,10000,0,0.181,nan,0.564
wi_norep,4,orta,acgozlu,on,8,10000,0,0.2162,nan,0.197
wi_norep,4,orta,acgozlu,on,12,10000,0,0.429,nan,0.386
wi_norep,4,orta,hic,on,3,10000,0,0.1499,nan,1.333
wi_norep,4,orta,hic,on,5,10000,0,0.2478,nan,0.866
wi_norep,4,orta,hic,on,8,10000,0,0.4346,nan,0.518
wi_norep,4,orta,hic,on,12,10000,0,0.7254,nan,0.789
wi_norep,4,orta,mantikli,on,3,10000,1,0.0772,0.3748,1.259
wi_norep,4,orta,mantikli,on,5,10000,1,0.2752,0.9927,0.607
wi_norep,4,orta,mantikli,on,8,10000,1,0.2453,0.5556,0.184
wi_norep,4,orta,mantikli,on,12,9999,0,0.4581,nan,0.409
wi_norep,4,zayif,acgozlu,on,3,10000,274,0.1032,0.7358,0.84
wi_norep,4,zayif,acgozlu,on,5,10000,274,-0.0309,0.5437,0.303
wi_norep,4,zayif,acgozlu,on,8,10000,274,-0.192,0.2071,0.133
wi_norep,4,zayif,acgozlu,on,12,9887,161,0.2169,0.7721,0.275
wi_norep,4,zayif,hic,on,3,10000,6337,0.1821,0.6437,0.971
wi_norep,4,zayif,hic,on,5,10000,6337,0.2145,0.6608,0.366
wi_norep,4,zayif,hic,on,8,8972,5309,0.0316,0.4909,0.124
wi_norep,4,zayif,hic,on,12,4349,686,0.3557,0.651,0.118
wi_norep,4,zayif,mantikli,on,3,10000,6529,0.2081,0.6218,0.971
wi_norep,4,zayif,mantikli,on,5,10000,6529,0.1329,0.5923,0.316
wi_norep,4,zayif,mantikli,on,8,8941,5470,-0.0306,0.4852,0.119
wi_norep,4,zayif,mantikli,on,12,4056,585,0.2864,0.6541,0.11
